type	latitude	longitude	altitude (m)	name
T	-33.126548596	-71.653979636	223.9	
T	-33.126548596	-71.653356515	217.1	
T	-33.126548596	-71.652733394	218.8	
T	-33.126548596	-71.652110273	223.6	
T	-33.126548596	-71.651487152	225.3	
T	-33.126548596	-71.650864030	215.4	
T	-33.126548596	-71.650240909	203.4	
T	-33.126548596	-71.649617788	192.4	
T	-33.126548596	-71.648994667	182.1	
T	-33.126548596	-71.648371545	171.6	
T	-33.126548596	-71.647748424	162.6	
T	-33.126548596	-71.647125303	157.0	
T	-33.126548596	-71.646502182	152.1	
T	-33.126548596	-71.645879061	142.6	
T	-33.126548596	-71.645255939	150.2	
T	-33.126548596	-71.644632818	154.6	
T	-33.126548596	-71.644009697	154.4	
T	-33.126548596	-71.643386576	150.1	
T	-33.126548596	-71.642763454	146.0	
T	-33.126548596	-71.642140333	145.5	
T	-33.126548596	-71.641517212	146.7	
T	-33.126548596	-71.640894091	144.6	
T	-33.126548596	-71.640270970	135.6	
T	-33.126548596	-71.639647849	126.4	
T	-33.126548596	-71.639024727	117.5	
T	-33.126548596	-71.638401606	107.7	
T	-33.126548596	-71.637778485	114.8	
T	-33.126548596	-71.637155364	125.1	
T	-33.126548596	-71.636532242	134.5	
T	-33.126548596	-71.635909121	137.6	
T	-33.126548596	-71.635286000	128.0	
T	-33.126548596	-71.634662879	111.8	
T	-33.126548596	-71.634039758	92.6	
T	-33.126548596	-71.633416636	78.1	
T	-33.126548596	-71.632793515	98.6	
T	-33.126548596	-71.632170394	132.7	
T	-33.126548596	-71.631547273	172.2	
T	-33.126548596	-71.630924151	203.7	
T	-33.126548596	-71.630301030	208.1	
T	-33.126548596	-71.629677909	208.9	
T	-33.126548596	-71.629054788	215.0	
T	-33.126548596	-71.628431667	239.2	
T	-33.126548596	-71.627808546	267.6	
T	-33.126548596	-71.627185424	290.7	
T	-33.126548596	-71.626562303	306.8	
T	-33.126548596	-71.625939182	318.1	
T	-33.126548596	-71.625316061	325.5	
T	-33.126548596	-71.624692939	326.5	
T	-33.126548596	-71.624069818	322.7	
T	-33.126548596	-71.623446697	324.4	
T	-33.126548596	-71.622823576	324.1	
T	-33.126548596	-71.622200455	329.5	
T	-33.126548596	-71.621577333	337.0	
T	-33.126548596	-71.620954212	317.2	
T	-33.126548596	-71.620331091	284.3	
T	-33.126548596	-71.619707970	247.8	
T	-33.126548596	-71.619084848	210.7	
T	-33.126548596	-71.618461727	173.8	
T	-33.126548596	-71.617838606	139.3	
T	-33.126548596	-71.617215485	109.0	
T	-33.126548596	-71.616592364	87.2	
T	-33.126548596	-71.615969242	96.4	
T	-33.126548596	-71.615346121	124.0	
T	-33.126548596	-71.614723000	154.7	
T	-33.126548596	-71.614099879	184.0	
T	-33.126548596	-71.613476758	221.9	
T	-33.126548596	-71.612853636	259.8	
T	-33.126548596	-71.612230515	292.6	
T	-33.126548596	-71.611607394	316.2	
T	-33.126548596	-71.610984273	319.5	
T	-33.126548596	-71.610361152	323.7	
T	-33.126548596	-71.609738030	325.8	
T	-33.126548596	-71.609114909	325.2	
T	-33.126548596	-71.608491788	326.4	
T	-33.126548596	-71.607868667	319.0	
T	-33.126548596	-71.607245546	311.4	
T	-33.126548596	-71.606622424	309.2	
T	-33.126548596	-71.605999303	320.8	
T	-33.126548596	-71.605376182	326.6	
T	-33.126548596	-71.604753061	325.7	
T	-33.126548596	-71.604129939	318.2	
T	-33.126548596	-71.603506818	312.7	
T	-33.126548596	-71.602883697	308.0	
T	-33.126548596	-71.602260576	304.8	
T	-33.126548596	-71.601637454	304.2	
T	-33.126548596	-71.601014333	313.9	
T	-33.126548596	-71.600391212	317.7	
T	-33.126548596	-71.599768091	324.6	
T	-33.126548596	-71.599144970	340.9	
T	-33.126548596	-71.598521848	351.7	
T	-33.126548596	-71.597898727	355.2	
T	-33.126548596	-71.597275606	355.4	
T	-33.126548596	-71.596652485	355.4	
T	-33.126548596	-71.596029364	361.7	
T	-33.126548596	-71.595406242	359.2	
T	-33.126548596	-71.594783121	356.0	
T	-33.126548596	-71.594160000	358.9	
T	-33.127087182	-71.655849000	224.0	
T	-33.127087182	-71.655225879	229.2	
T	-33.127087182	-71.654602758	232.5	
T	-33.127087182	-71.653979636	232.0	
T	-33.127087182	-71.653356515	225.3	
T	-33.127087182	-71.652733394	225.4	
T	-33.127087182	-71.652110273	230.7	
T	-33.127087182	-71.651487152	234.5	
T	-33.127087182	-71.650864030	227.4	
T	-33.127087182	-71.650240909	215.7	
T	-33.127087182	-71.649617788	204.0	
T	-33.127087182	-71.648994667	191.7	
T	-33.127087182	-71.648371545	177.4	
T	-33.127087182	-71.647748424	168.8	
T	-33.127087182	-71.647125303	162.2	
T	-33.127087182	-71.646502182	155.7	
T	-33.127087182	-71.645879061	146.7	
T	-33.127087182	-71.645255939	152.6	
T	-33.127087182	-71.644632818	155.5	
T	-33.127087182	-71.644009697	154.9	
T	-33.127087182	-71.643386576	152.7	
T	-33.127087182	-71.642763454	150.8	
T	-33.127087182	-71.642140333	151.3	
T	-33.127087182	-71.641517212	152.2	
T	-33.127087182	-71.640894091	148.9	
T	-33.127087182	-71.640270970	139.4	
T	-33.127087182	-71.639647849	130.4	
T	-33.127087182	-71.639024727	121.9	
T	-33.127087182	-71.638401606	112.6	
T	-33.127087182	-71.637778485	118.5	
T	-33.127087182	-71.637155364	128.9	
T	-33.127087182	-71.636532242	139.3	
T	-33.127087182	-71.635909121	142.6	
T	-33.127087182	-71.635286000	134.5	
T	-33.127087182	-71.634662879	119.1	
T	-33.127087182	-71.634039758	100.0	
T	-33.127087182	-71.633416636	85.0	
T	-33.127087182	-71.632793515	101.8	
T	-33.127087182	-71.632170394	131.4	
T	-33.127087182	-71.631547273	167.2	
T	-33.127087182	-71.630924151	200.1	
T	-33.127087182	-71.630301030	214.9	
T	-33.127087182	-71.629677909	221.9	
T	-33.127087182	-71.629054788	227.0	
T	-33.127087182	-71.628431667	243.0	
T	-33.127087182	-71.627808546	271.3	
T	-33.127087182	-71.627185424	296.3	
T	-33.127087182	-71.626562303	314.3	
T	-33.127087182	-71.625939182	324.8	
T	-33.127087182	-71.625316061	333.1	
T	-33.127087182	-71.624692939	336.0	
T	-33.127087182	-71.624069818	334.4	
T	-33.127087182	-71.623446697	336.7	
T	-33.127087182	-71.622823576	330.6	
T	-33.127087182	-71.622200455	331.6	
T	-33.127087182	-71.621577333	338.6	
T	-33.127087182	-71.620954212	325.2	
T	-33.127087182	-71.620331091	293.9	
T	-33.127087182	-71.619707970	258.1	
T	-33.127087182	-71.619084848	221.9	
T	-33.127087182	-71.618461727	186.4	
T	-33.127087182	-71.617838606	151.2	
T	-33.127087182	-71.617215485	118.2	
T	-33.127087182	-71.616592364	92.0	
T	-33.127087182	-71.615969242	95.7	
T	-33.127087182	-71.615346121	124.6	
T	-33.127087182	-71.614723000	157.4	
T	-33.127087182	-71.614099879	186.8	
T	-33.127087182	-71.613476758	221.9	
T	-33.127087182	-71.612853636	256.2	
T	-33.127087182	-71.612230515	286.8	
T	-33.127087182	-71.611607394	311.5	
T	-33.127087182	-71.610984273	322.8	
T	-33.127087182	-71.610361152	333.2	
T	-33.127087182	-71.609738030	340.0	
T	-33.127087182	-71.609114909	342.3	
T	-33.127087182	-71.608491788	345.4	
T	-33.127087182	-71.607868667	342.0	
T	-33.127087182	-71.607245546	338.4	
T	-33.127087182	-71.606622424	338.4	
T	-33.127087182	-71.605999303	348.9	
T	-33.127087182	-71.605376182	352.5	
T	-33.127087182	-71.604753061	350.5	
T	-33.127087182	-71.604129939	343.9	
T	-33.127087182	-71.603506818	338.6	
T	-33.127087182	-71.602883697	335.8	
T	-33.127087182	-71.602260576	332.5	
T	-33.127087182	-71.601637454	327.5	
T	-33.127087182	-71.601014333	333.8	
T	-33.127087182	-71.600391212	334.6	
T	-33.127087182	-71.599768091	337.5	
T	-33.127087182	-71.599144970	347.7	
T	-33.127087182	-71.598521848	352.9	
T	-33.127087182	-71.597898727	354.0	
T	-33.127087182	-71.597275606	352.8	
T	-33.127087182	-71.596652485	351.0	
T	-33.127087182	-71.596029364	351.7	
T	-33.127087182	-71.595406242	350.1	
T	-33.127087182	-71.594783121	349.5	
T	-33.127087182	-71.594160000	352.5	
T	-33.127625768	-71.655849000	236.2	
T	-33.127625768	-71.655225879	241.0	
T	-33.127625768	-71.654602758	242.7	
T	-33.127625768	-71.653979636	240.5	
T	-33.127625768	-71.653356515	233.8	
T	-33.127625768	-71.652733394	232.7	
T	-33.127625768	-71.652110273	238.0	
T	-33.127625768	-71.651487152	243.3	
T	-33.127625768	-71.650864030	239.7	
T	-33.127625768	-71.650240909	228.3	
T	-33.127625768	-71.649617788	215.5	
T	-33.127625768	-71.648994667	201.3	
T	-33.127625768	-71.648371545	184.8	
T	-33.127625768	-71.647748424	176.8	
T	-33.127625768	-71.647125303	167.8	
T	-33.127625768	-71.646502182	158.5	
T	-33.127625768	-71.645879061	150.9	
T	-33.127625768	-71.645255939	155.5	
T	-33.127625768	-71.644632818	156.9	
T	-33.127625768	-71.644009697	155.6	
T	-33.127625768	-71.643386576	155.0	
T	-33.127625768	-71.642763454	154.6	
T	-33.127625768	-71.642140333	155.8	
T	-33.127625768	-71.641517212	156.6	
T	-33.127625768	-71.640894091	152.3	
T	-33.127625768	-71.640270970	143.2	
T	-33.127625768	-71.639647849	134.2	
T	-33.127625768	-71.639024727	125.7	
T	-33.127625768	-71.638401606	118.0	
T	-33.127625768	-71.637778485	124.3	
T	-33.127625768	-71.637155364	134.4	
T	-33.127625768	-71.636532242	144.5	
T	-33.127625768	-71.635909121	147.8	
T	-33.127625768	-71.635286000	140.9	
T	-33.127625768	-71.634662879	126.8	
T	-33.127625768	-71.634039758	108.9	
T	-33.127625768	-71.633416636	95.3	
T	-33.127625768	-71.632793515	106.8	
T	-33.127625768	-71.632170394	129.3	
T	-33.127625768	-71.631547273	158.4	
T	-33.127625768	-71.630924151	189.5	
T	-33.127625768	-71.630301030	213.0	
T	-33.127625768	-71.629677909	228.2	
T	-33.127625768	-71.629054788	236.5	
T	-33.127625768	-71.628431667	244.0	
T	-33.127625768	-71.627808546	269.4	
T	-33.127625768	-71.627185424	295.7	
T	-33.127625768	-71.626562303	317.8	
T	-33.127625768	-71.625939182	331.4	
T	-33.127625768	-71.625316061	340.1	
T	-33.127625768	-71.624692939	344.7	
T	-33.127625768	-71.624069818	346.2	
T	-33.127625768	-71.623446697	348.5	
T	-33.127625768	-71.622823576	339.3	
T	-33.127625768	-71.622200455	336.1	
T	-33.127625768	-71.621577333	339.9	
T	-33.127625768	-71.620954212	330.6	
T	-33.127625768	-71.620331091	300.6	
T	-33.127625768	-71.619707970	265.3	
T	-33.127625768	-71.619084848	229.8	
T	-33.127625768	-71.618461727	195.3	
T	-33.127625768	-71.617838606	158.5	
T	-33.127625768	-71.617215485	123.3	
T	-33.127625768	-71.616592364	95.1	
T	-33.127625768	-71.615969242	99.5	
T	-33.127625768	-71.615346121	130.0	
T	-33.127625768	-71.614723000	164.1	
T	-33.127625768	-71.614099879	193.5	
T	-33.127625768	-71.613476758	222.6	
T	-33.127625768	-71.612853636	249.4	
T	-33.127625768	-71.612230515	275.2	
T	-33.127625768	-71.611607394	299.8	
T	-33.127625768	-71.610984273	316.9	
T	-33.127625768	-71.610361152	331.1	
T	-33.127625768	-71.609738030	341.7	
T	-33.127625768	-71.609114909	348.6	
T	-33.127625768	-71.608491788	355.9	
T	-33.127625768	-71.607868667	356.8	
T	-33.127625768	-71.607245546	357.0	
T	-33.127625768	-71.606622424	359.6	
T	-33.127625768	-71.605999303	368.1	
T	-33.127625768	-71.605376182	370.3	
T	-33.127625768	-71.604753061	368.6	
T	-33.127625768	-71.604129939	364.4	
T	-33.127625768	-71.603506818	359.7	
T	-33.127625768	-71.602883697	359.2	
T	-33.127625768	-71.602260576	356.6	
T	-33.127625768	-71.601637454	348.4	
T	-33.127625768	-71.601014333	350.7	
T	-33.127625768	-71.600391212	349.5	
T	-33.127625768	-71.599768091	349.7	
T	-33.127625768	-71.599144970	354.5	
T	-33.127625768	-71.598521848	354.8	
T	-33.127625768	-71.597898727	354.0	
T	-33.127625768	-71.597275606	351.2	
T	-33.127625768	-71.596652485	345.6	
T	-33.127625768	-71.596029364	341.1	
T	-33.127625768	-71.595406242	341.0	
T	-33.127625768	-71.594783121	343.2	
T	-33.127625768	-71.594160000	345.7	
T	-33.128164353	-71.655849000	250.3	
T	-33.128164353	-71.655225879	256.7	
T	-33.128164353	-71.654602758	256.4	
T	-33.128164353	-71.653979636	251.5	
T	-33.128164353	-71.653356515	244.8	
T	-33.128164353	-71.652733394	243.3	
T	-33.128164353	-71.652110273	246.2	
T	-33.128164353	-71.651487152	250.3	
T	-33.128164353	-71.650864030	250.5	
T	-33.128164353	-71.650240909	239.7	
T	-33.128164353	-71.649617788	225.4	
T	-33.128164353	-71.648994667	209.0	
T	-33.128164353	-71.648371545	192.6	
T	-33.128164353	-71.647748424	184.5	
T	-33.128164353	-71.647125303	172.9	
T	-33.128164353	-71.646502182	161.2	
T	-33.128164353	-71.645879061	156.5	
T	-33.128164353	-71.645255939	162.7	
T	-33.128164353	-71.644632818	162.7	
T	-33.128164353	-71.644009697	158.9	
T	-33.128164353	-71.643386576	158.8	
T	-33.128164353	-71.642763454	157.1	
T	-33.128164353	-71.642140333	158.0	
T	-33.128164353	-71.641517212	159.4	
T	-33.128164353	-71.640894091	156.1	
T	-33.128164353	-71.640270970	147.5	
T	-33.128164353	-71.639647849	137.6	
T	-33.128164353	-71.639024727	128.2	
T	-33.128164353	-71.638401606	123.0	
T	-33.128164353	-71.637778485	131.2	
T	-33.128164353	-71.637155364	140.3	
T	-33.128164353	-71.636532242	148.0	
T	-33.128164353	-71.635909121	152.8	
T	-33.128164353	-71.635286000	148.6	
T	-33.128164353	-71.634662879	138.5	
T	-33.128164353	-71.634039758	125.5	
T	-33.128164353	-71.633416636	117.7	
T	-33.128164353	-71.632793515	120.9	
T	-33.128164353	-71.632170394	133.7	
T	-33.128164353	-71.631547273	153.7	
T	-33.128164353	-71.630924151	174.3	
T	-33.128164353	-71.630301030	195.4	
T	-33.128164353	-71.629677909	219.1	
T	-33.128164353	-71.629054788	241.1	
T	-33.128164353	-71.628431667	245.2	
T	-33.128164353	-71.627808546	260.7	
T	-33.128164353	-71.627185424	284.4	
T	-33.128164353	-71.626562303	313.0	
T	-33.128164353	-71.625939182	336.7	
T	-33.128164353	-71.625316061	345.6	
T	-33.128164353	-71.624692939	350.4	
T	-33.128164353	-71.624069818	354.0	
T	-33.128164353	-71.623446697	356.8	
T	-33.128164353	-71.622823576	350.9	
T	-33.128164353	-71.622200455	346.6	
T	-33.128164353	-71.621577333	344.4	
T	-33.128164353	-71.620954212	330.8	
T	-33.128164353	-71.620331091	300.4	
T	-33.128164353	-71.619707970	265.7	
T	-33.128164353	-71.619084848	231.0	
T	-33.128164353	-71.618461727	196.0	
T	-33.128164353	-71.617838606	156.9	
T	-33.128164353	-71.617215485	120.5	
T	-33.128164353	-71.616592364	94.2	
T	-33.128164353	-71.615969242	107.8	
T	-33.128164353	-71.615346121	134.3	
T	-33.128164353	-71.614723000	166.0	
T	-33.128164353	-71.614099879	198.3	
T	-33.128164353	-71.613476758	217.7	
T	-33.128164353	-71.612853636	232.3	
T	-33.128164353	-71.612230515	251.9	
T	-33.128164353	-71.611607394	279.1	
T	-33.128164353	-71.610984273	295.7	
T	-33.128164353	-71.610361152	309.4	
T	-33.128164353	-71.609738030	322.6	
T	-33.128164353	-71.609114909	336.1	
T	-33.128164353	-71.608491788	349.3	
T	-33.128164353	-71.607868667	352.4	
T	-33.128164353	-71.607245546	354.3	
T	-33.128164353	-71.606622424	359.7	
T	-33.128164353	-71.605999303	369.1	
T	-33.128164353	-71.605376182	376.2	
T	-33.128164353	-71.604753061	378.9	
T	-33.128164353	-71.604129939	376.0	
T	-33.128164353	-71.603506818	370.3	
T	-33.128164353	-71.602883697	370.6	
T	-33.128164353	-71.602260576	369.4	
T	-33.128164353	-71.601637454	362.5	
T	-33.128164353	-71.601014333	361.9	
T	-33.128164353	-71.600391212	358.5	
T	-33.128164353	-71.599768091	355.8	
T	-33.128164353	-71.599144970	356.3	
T	-33.128164353	-71.598521848	354.7	
T	-33.128164353	-71.597898727	352.0	
T	-33.128164353	-71.597275606	346.3	
T	-33.128164353	-71.596652485	336.0	
T	-33.128164353	-71.596029364	334.3	
T	-33.128164353	-71.595406242	334.5	
T	-33.128164353	-71.594783121	336.4	
T	-33.128164353	-71.594160000	339.9	
T	-33.128702939	-71.655849000	256.0	
T	-33.128702939	-71.655225879	267.1	
T	-33.128702939	-71.654602758	268.8	
T	-33.128702939	-71.653979636	264.0	
T	-33.128702939	-71.653356515	256.3	
T	-33.128702939	-71.652733394	253.3	
T	-33.128702939	-71.652110273	254.4	
T	-33.128702939	-71.651487152	257.3	
T	-33.128702939	-71.650864030	258.8	
T	-33.128702939	-71.650240909	248.8	
T	-33.128702939	-71.649617788	233.0	
T	-33.128702939	-71.648994667	214.7	
T	-33.128702939	-71.648371545	199.0	
T	-33.128702939	-71.647748424	190.3	
T	-33.128702939	-71.647125303	176.7	
T	-33.128702939	-71.646502182	163.3	
T	-33.128702939	-71.645879061	161.3	
T	-33.128702939	-71.645255939	168.0	
T	-33.128702939	-71.644632818	168.4	
T	-33.128702939	-71.644009697	164.4	
T	-33.128702939	-71.643386576	162.4	
T	-33.128702939	-71.642763454	160.5	
T	-33.128702939	-71.642140333	162.0	
T	-33.128702939	-71.641517212	164.2	
T	-33.128702939	-71.640894091	160.9	
T	-33.128702939	-71.640270970	151.3	
T	-33.128702939	-71.639647849	141.2	
T	-33.128702939	-71.639024727	133.3	
T	-33.128702939	-71.638401606	132.1	
T	-33.128702939	-71.637778485	139.5	
T	-33.128702939	-71.637155364	147.3	
T	-33.128702939	-71.636532242	154.1	
T	-33.128702939	-71.635909121	159.6	
T	-33.128702939	-71.635286000	159.0	
T	-33.128702939	-71.634662879	153.1	
T	-33.128702939	-71.634039758	145.4	
T	-33.128702939	-71.633416636	146.1	
T	-33.128702939	-71.632793515	149.5	
T	-33.128702939	-71.632170394	159.7	
T	-33.128702939	-71.631547273	175.5	
T	-33.128702939	-71.630924151	191.0	
T	-33.128702939	-71.630301030	202.7	
T	-33.128702939	-71.629677909	223.2	
T	-33.128702939	-71.629054788	248.2	
T	-33.128702939	-71.628431667	252.8	
T	-33.128702939	-71.627808546	263.0	
T	-33.128702939	-71.627185424	283.2	
T	-33.128702939	-71.626562303	310.7	
T	-33.128702939	-71.625939182	330.0	
T	-33.128702939	-71.625316061	334.8	
T	-33.128702939	-71.624692939	339.8	
T	-33.128702939	-71.624069818	348.4	
T	-33.128702939	-71.623446697	359.3	
T	-33.128702939	-71.622823576	360.4	
T	-33.128702939	-71.622200455	358.3	
T	-33.128702939	-71.621577333	352.8	
T	-33.128702939	-71.620954212	333.5	
T	-33.128702939	-71.620331091	302.9	
T	-33.128702939	-71.619707970	269.8	
T	-33.128702939	-71.619084848	236.7	
T	-33.128702939	-71.618461727	201.6	
T	-33.128702939	-71.617838606	161.9	
T	-33.128702939	-71.617215485	125.9	
T	-33.128702939	-71.616592364	100.1	
T	-33.128702939	-71.615969242	108.6	
T	-33.128702939	-71.615346121	125.9	
T	-33.128702939	-71.614723000	150.2	
T	-33.128702939	-71.614099879	179.2	
T	-33.128702939	-71.613476758	197.9	
T	-33.128702939	-71.612853636	210.4	
T	-33.128702939	-71.612230515	228.7	
T	-33.128702939	-71.611607394	255.8	
T	-33.128702939	-71.610984273	273.3	
T	-33.128702939	-71.610361152	292.1	
T	-33.128702939	-71.609738030	311.9	
T	-33.128702939	-71.609114909	331.5	
T	-33.128702939	-71.608491788	342.8	
T	-33.128702939	-71.607868667	345.4	
T	-33.128702939	-71.607245546	349.6	
T	-33.128702939	-71.606622424	360.3	
T	-33.128702939	-71.605999303	372.3	
T	-33.128702939	-71.605376182	382.3	
T	-33.128702939	-71.604753061	386.6	
T	-33.128702939	-71.604129939	383.3	
T	-33.128702939	-71.603506818	379.7	
T	-33.128702939	-71.602883697	380.1	
T	-33.128702939	-71.602260576	379.1	
T	-33.128702939	-71.601637454	373.5	
T	-33.128702939	-71.601014333	370.4	
T	-33.128702939	-71.600391212	364.8	
T	-33.128702939	-71.599768091	359.9	
T	-33.128702939	-71.599144970	357.7	
T	-33.128702939	-71.598521848	351.8	
T	-33.128702939	-71.597898727	345.6	
T	-33.128702939	-71.597275606	339.3	
T	-33.128702939	-71.596652485	333.4	
T	-33.128702939	-71.596029364	333.0	
T	-33.128702939	-71.595406242	334.3	
T	-33.128702939	-71.594783121	335.8	
T	-33.128702939	-71.594160000	336.3	
T	-33.129241525	-71.655849000	257.4	
T	-33.129241525	-71.655225879	274.0	
T	-33.129241525	-71.654602758	279.5	
T	-33.129241525	-71.653979636	276.3	
T	-33.129241525	-71.653356515	267.6	
T	-33.129241525	-71.652733394	262.7	
T	-33.129241525	-71.652110273	262.3	
T	-33.129241525	-71.651487152	264.2	
T	-33.129241525	-71.650864030	265.7	
T	-33.129241525	-71.650240909	256.5	
T	-33.129241525	-71.649617788	239.5	
T	-33.129241525	-71.648994667	219.8	
T	-33.129241525	-71.648371545	204.7	
T	-33.129241525	-71.647748424	195.3	
T	-33.129241525	-71.647125303	180.2	
T	-33.129241525	-71.646502182	165.9	
T	-33.129241525	-71.645879061	165.1	
T	-33.129241525	-71.645255939	171.6	
T	-33.129241525	-71.644632818	173.0	
T	-33.129241525	-71.644009697	169.9	
T	-33.129241525	-71.643386576	165.6	
T	-33.129241525	-71.642763454	164.3	
T	-33.129241525	-71.642140333	167.0	
T	-33.129241525	-71.641517212	170.4	
T	-33.129241525	-71.640894091	166.6	
T	-33.129241525	-71.640270970	155.5	
T	-33.129241525	-71.639647849	145.6	
T	-33.129241525	-71.639024727	139.7	
T	-33.129241525	-71.638401606	142.7	
T	-33.129241525	-71.637778485	148.1	
T	-33.129241525	-71.637155364	154.4	
T	-33.129241525	-71.636532242	161.0	
T	-33.129241525	-71.635909121	167.6	
T	-33.129241525	-71.635286000	170.6	
T	-33.129241525	-71.634662879	168.7	
T	-33.129241525	-71.634039758	166.0	
T	-33.129241525	-71.633416636	175.5	
T	-33.129241525	-71.632793515	183.8	
T	-33.129241525	-71.632170394	195.2	
T	-33.129241525	-71.631547273	209.1	
T	-33.129241525	-71.630924151	221.8	
T	-33.129241525	-71.630301030	221.5	
T	-33.129241525	-71.629677909	234.0	
T	-33.129241525	-71.629054788	257.1	
T	-33.129241525	-71.628431667	264.4	
T	-33.129241525	-71.627808546	270.5	
T	-33.129241525	-71.627185424	285.6	
T	-33.129241525	-71.626562303	307.3	
T	-33.129241525	-71.625939182	316.6	
T	-33.129241525	-71.625316061	316.9	
T	-33.129241525	-71.624692939	322.3	
T	-33.129241525	-71.624069818	336.2	
T	-33.129241525	-71.623446697	356.7	
T	-33.129241525	-71.622823576	366.1	
T	-33.129241525	-71.622200455	367.9	
T	-33.129241525	-71.621577333	361.3	
T	-33.129241525	-71.620954212	337.7	
T	-33.129241525	-71.620331091	307.5	
T	-33.129241525	-71.619707970	276.4	
T	-33.129241525	-71.619084848	245.4	
T	-33.129241525	-71.618461727	210.9	
T	-33.129241525	-71.617838606	172.7	
T	-33.129241525	-71.617215485	138.1	
T	-33.129241525	-71.616592364	112.0	
T	-33.129241525	-71.615969242	109.4	
T	-33.129241525	-71.615346121	114.7	
T	-33.129241525	-71.614723000	128.4	
T	-33.129241525	-71.614099879	149.8	
T	-33.129241525	-71.613476758	171.2	
T	-33.129241525	-71.612853636	186.5	
T	-33.129241525	-71.612230515	206.0	
T	-33.129241525	-71.611607394	232.4	
T	-33.129241525	-71.610984273	251.9	
T	-33.129241525	-71.610361152	277.8	
T	-33.129241525	-71.609738030	304.9	
T	-33.129241525	-71.609114909	329.3	
T	-33.129241525	-71.608491788	335.5	
T	-33.129241525	-71.607868667	337.5	
T	-33.129241525	-71.607245546	344.7	
T	-33.129241525	-71.606622424	361.5	
T	-33.129241525	-71.605999303	376.6	
T	-33.129241525	-71.605376182	388.2	
T	-33.129241525	-71.604753061	392.5	
T	-33.129241525	-71.604129939	388.1	
T	-33.129241525	-71.603506818	387.4	
T	-33.129241525	-71.602883697	388.0	
T	-33.129241525	-71.602260576	386.8	
T	-33.129241525	-71.601637454	381.9	
T	-33.129241525	-71.601014333	376.6	
T	-33.129241525	-71.600391212	369.4	
T	-33.129241525	-71.599768091	363.0	
T	-33.129241525	-71.599144970	359.0	
T	-33.129241525	-71.598521848	349.1	
T	-33.129241525	-71.597898727	339.4	
T	-33.129241525	-71.597275606	333.4	
T	-33.129241525	-71.596652485	333.7	
T	-33.129241525	-71.596029364	333.9	
T	-33.129241525	-71.595406242	336.8	
T	-33.129241525	-71.594783121	338.3	
T	-33.129241525	-71.594160000	334.7	
T	-33.129780111	-71.655849000	256.3	
T	-33.129780111	-71.655225879	273.6	
T	-33.129780111	-71.654602758	282.6	
T	-33.129780111	-71.653979636	283.3	
T	-33.129780111	-71.653356515	276.6	
T	-33.129780111	-71.652733394	270.4	
T	-33.129780111	-71.652110273	268.5	
T	-33.129780111	-71.651487152	269.5	
T	-33.129780111	-71.650864030	271.5	
T	-33.129780111	-71.650240909	261.9	
T	-33.129780111	-71.649617788	245.3	
T	-33.129780111	-71.648994667	226.1	
T	-33.129780111	-71.648371545	210.6	
T	-33.129780111	-71.647748424	200.2	
T	-33.129780111	-71.647125303	186.4	
T	-33.129780111	-71.646502182	172.7	
T	-33.129780111	-71.645879061	165.5	
T	-33.129780111	-71.645255939	169.4	
T	-33.129780111	-71.644632818	171.2	
T	-33.129780111	-71.644009697	170.3	
T	-33.129780111	-71.643386576	167.5	
T	-33.129780111	-71.642763454	168.9	
T	-33.129780111	-71.642140333	174.2	
T	-33.129780111	-71.641517212	179.4	
T	-33.129780111	-71.640894091	175.7	
T	-33.129780111	-71.640270970	165.0	
T	-33.129780111	-71.639647849	154.5	
T	-33.129780111	-71.639024727	147.4	
T	-33.129780111	-71.638401606	149.8	
T	-33.129780111	-71.637778485	154.0	
T	-33.129780111	-71.637155364	159.3	
T	-33.129780111	-71.636532242	166.4	
T	-33.129780111	-71.635909121	176.8	
T	-33.129780111	-71.635286000	182.4	
T	-33.129780111	-71.634662879	182.4	
T	-33.129780111	-71.634039758	181.7	
T	-33.129780111	-71.633416636	195.0	
T	-33.129780111	-71.632793515	212.7	
T	-33.129780111	-71.632170394	228.8	
T	-33.129780111	-71.631547273	241.7	
T	-33.129780111	-71.630924151	249.1	
T	-33.129780111	-71.630301030	241.4	
T	-33.129780111	-71.629677909	248.9	
T	-33.129780111	-71.629054788	270.8	
T	-33.129780111	-71.628431667	282.5	
T	-33.129780111	-71.627808546	279.1	
T	-33.129780111	-71.627185424	281.1	
T	-33.129780111	-71.626562303	290.6	
T	-33.129780111	-71.625939182	296.4	
T	-33.129780111	-71.625316061	300.6	
T	-33.129780111	-71.624692939	308.5	
T	-33.129780111	-71.624069818	321.5	
T	-33.129780111	-71.623446697	338.5	
T	-33.129780111	-71.622823576	352.9	
T	-33.129780111	-71.622200455	361.0	
T	-33.129780111	-71.621577333	360.4	
T	-33.129780111	-71.620954212	344.0	
T	-33.129780111	-71.620331091	317.6	
T	-33.129780111	-71.619707970	288.9	
T	-33.129780111	-71.619084848	260.2	
T	-33.129780111	-71.618461727	230.0	
T	-33.129780111	-71.617838606	200.1	
T	-33.129780111	-71.617215485	170.0	
T	-33.129780111	-71.616592364	142.1	
T	-33.129780111	-71.615969242	131.8	
T	-33.129780111	-71.615346121	123.0	
T	-33.129780111	-71.614723000	119.6	
T	-33.129780111	-71.614099879	124.4	
